#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
4463,DEL CEP,000-BCQ-471,2459465.762177,4.3846,0.0017,False,Johnson V,CCD,WGR,1.091,False
4464,DEL CEP,000-BCQ-471,2459465.762281,4.4201,0.0016,False,Johnson V,CCD,WGR,1.091,False
4465,DEL CEP,000-BCQ-471,2459465.762374,4.4110,0.0016,False,Johnson V,CCD,WGR,1.091,False
4466,DEL CEP,000-BCQ-471,2459465.762478,4.3730,0.0017,False,Johnson V,CCD,WGR,1.091,False
4467,DEL CEP,000-BCQ-471,2459465.762582,4.3649,0.0017,False,Johnson V,CCD,WGR,1.091,False
4468,DEL CEP,000-BCQ-471,2459465.762675,4.3869,0.0018,False,Johnson V,CCD,WGR,1.091,False
4469,DEL CEP,000-BCQ-471,2459465.762791,4.3643,0.0017,False,Johnson V,CCD,WGR,1.090,False
4470,DEL CEP,000-BCQ-471,2459465.762883,4.3285,0.0017,False,Johnson V,CCD,WGR,1.090,False
4471,DEL CEP,000-BCQ-471,2459465.762976,4.4192,0.0017,False,Johnson V,CCD,WGR,1.090,False
4472,DEL CEP,000-BCQ-471,2459465.76308,4.3541,0.0017,False,Johnson V,CCD,WGR,1.090,False
4473,DEL CEP,000-BCQ-471,2459465.763172,4.3621,0.0017,False,Johnson V,CCD,WGR,1.090,False
4474,DEL CEP,000-BCQ-471,2459465.763265,4.3600,0.0017,False,Johnson V,CCD,WGR,1.090,False
4475,DEL CEP,000-BCQ-471,2459465.763369,4.4567,0.0016,False,Johnson V,CCD,WGR,1.090,False
4476,DEL CEP,000-BCQ-471,2459465.763462,4.4103,0.0017,False,Johnson V,CCD,WGR,1.090,False
4477,DEL CEP,000-BCQ-471,2459465.763566,4.3462,0.0017,False,Johnson V,CCD,WGR,1.090,False
4478,DEL CEP,000-BCQ-471,2459465.76367,4.4112,0.0016,False,Johnson V,CCD,WGR,1.090,False
4479,DEL CEP,000-BCQ-471,2459465.763763,4.4060,0.0017,False,Johnson V,CCD,WGR,1.090,False
4480,DEL CEP,000-BCQ-471,2459465.763867,4.4215,0.0017,False,Johnson V,CCD,WGR,1.090,False
4481,DEL CEP,000-BCQ-471,2459465.763971,4.4217,0.0017,False,Johnson V,CCD,WGR,1.090,False
4482,DEL CEP,000-BCQ-471,2459466.853172,3.7902,0.0018,False,Johnson V,CCD,WGR,1.101,False
4483,DEL CEP,000-BCQ-471,2459466.853277,3.8383,0.0018,False,Johnson V,CCD,WGR,1.101,False
4484,DEL CEP,000-BCQ-471,2459466.853381,3.8013,0.0017,False,Johnson V,CCD,WGR,1.101,False
4485,DEL CEP,000-BCQ-471,2459466.853485,3.9483,0.0017,False,Johnson V,CCD,WGR,1.101,False
4486,DEL CEP,000-BCQ-471,2459466.853589,3.8392,0.0018,False,Johnson V,CCD,WGR,1.101,False
4487,DEL CEP,000-BCQ-471,2459466.853693,3.7525,0.0018,False,Johnson V,CCD,WGR,1.101,False
4488,DEL CEP,000-BCQ-471,2459466.853786,3.7511,0.0018,False,Johnson V,CCD,WGR,1.101,False
4489,DEL CEP,000-BCQ-471,2459466.85389,3.8352,0.0018,False,Johnson V,CCD,WGR,1.101,False
4490,DEL CEP,000-BCQ-471,2459466.853983,3.8841,0.0018,False,Johnson V,CCD,WGR,1.101,False
4491,DEL CEP,000-BCQ-471,2459466.854087,3.9060,0.0018,False,Johnson V,CCD,WGR,1.102,False
4492,DEL CEP,000-BCQ-471,2459466.854179,3.7463,0.0018,False,Johnson V,CCD,WGR,1.102,False
4493,DEL CEP,000-BCQ-471,2459466.854284,3.7938,0.0018,False,Johnson V,CCD,WGR,1.102,False
4494,DEL CEP,000-BCQ-471,2459466.854388,3.8105,0.0018,False,Johnson V,CCD,WGR,1.102,False
4495,DEL CEP,000-BCQ-471,2459466.85448,3.7580,0.0018,False,Johnson V,CCD,WGR,1.102,False
4496,DEL CEP,000-BCQ-471,2459466.854584,3.8671,0.0018,False,Johnson V,CCD,WGR,1.102,False
4497,DEL CEP,000-BCQ-471,2459466.854689,3.8494,0.0018,False,Johnson V,CCD,WGR,1.102,False
4498,DEL CEP,000-BCQ-471,2459466.854793,3.8843,0.0018,False,Johnson V,CCD,WGR,1.102,False
4499,DEL CEP,000-BCQ-471,2459466.854897,3.8685,0.0018,False,Johnson V,CCD,WGR,1.102,False
4500,DEL CEP,000-BCQ-471,2459466.85499,3.8175,0.0018,False,Johnson V,CCD,WGR,1.103,False
4501,DEL CEP,000-BCQ-471,2459466.855094,3.8058,0.0017,False,Johnson V,CCD,WGR,1.103,False
4502,DEL CEP,000-BCQ-471,2459466.855186,3.8120,0.0017,False,Johnson V,CCD,WGR,1.103,False
4503,DEL CEP,000-BCQ-471,2459466.855291,3.8101,0.0018,False,Johnson V,CCD,WGR,1.103,False
4504,DEL CEP,000-BCQ-471,2459466.855395,3.8524,0.0018,False,Johnson V,CCD,WGR,1.103,False
4505,DEL CEP,000-BCQ-471,2459466.855499,3.8614,0.0018,False,Johnson V,CCD,WGR,1.103,False
4506,DEL CEP,000-BCQ-471,2459466.855603,3.8070,0.0018,False,Johnson V,CCD,WGR,1.103,False
4507,DEL CEP,000-BCQ-471,2459466.955094,3.4481,0.0021,False,Johnson V,CCD,WGR,1.334,False
4508,DEL CEP,000-BCQ-471,2459466.955209,3.4895,0.0020,False,Johnson V,CCD,WGR,1.334,False
4509,DEL CEP,000-BCQ-471,2459466.955325,3.5174,0.0019,False,Johnson V,CCD,WGR,1.334,False
4510,DEL CEP,000-BCQ-471,2459466.955453,3.5050,0.0019,False,Johnson V,CCD,WGR,1.335,False
4511,DEL CEP,000-BCQ-471,2459466.955568,3.5372,0.0019,False,Johnson V,CCD,WGR,1.335,False
4512,DEL CEP,000-BCQ-471,2459466.955696,3.5342,0.0020,False,Johnson V,CCD,WGR,1.336,False
4513,DEL CEP,000-BCQ-471,2459466.955811,3.4990,0.0019,False,Johnson V,CCD,WGR,1.336,False
4514,DEL CEP,000-BCQ-471,2459466.955927,3.5445,0.0019,False,Johnson V,CCD,WGR,1.337,False
4515,DEL CEP,000-BCQ-471,2459466.956043,3.5949,0.0019,False,Johnson V,CCD,WGR,1.337,False
4516,DEL CEP,000-BCQ-471,2459466.95617,3.5443,0.0018,False,Johnson V,CCD,WGR,1.338,False
4517,DEL CEP,000-BCQ-471,2459466.956286,3.4734,0.0019,False,Johnson V,CCD,WGR,1.338,False
4518,DEL CEP,000-BCQ-471,2459466.956378,3.5542,0.0019,False,Johnson V,CCD,WGR,1.338,False
4519,DEL CEP,000-BCQ-471,2459466.956483,3.4957,0.0019,False,Johnson V,CCD,WGR,1.339,False
4520,DEL CEP,000-BCQ-471,2459466.956598,3.4579,0.0019,False,Johnson V,CCD,WGR,1.339,False
4521,DEL CEP,000-BCQ-471,2459466.956703,3.5459,0.0019,False,Johnson V,CCD,WGR,1.340,False
4522,DEL CEP,000-BCQ-471,2459466.956818,3.4863,0.0020,False,Johnson V,CCD,WGR,1.340,False
4523,DEL CEP,000-BCQ-471,2459466.956922,3.5174,0.0018,False,Johnson V,CCD,WGR,1.341,False
4524,DEL CEP,000-BCQ-471,2459466.957038,3.5216,0.0019,False,Johnson V,CCD,WGR,1.341,False
4525,DEL CEP,000-BCQ-471,2459466.957154,3.6131,0.0018,False,Johnson V,CCD,WGR,1.341,False
4526,DEL CEP,000-BCQ-471,2459466.957258,3.4599,0.0020,False,Johnson V,CCD,WGR,1.342,False
4527,DEL CEP,000-BCQ-471,2459466.957374,3.5771,0.0019,False,Johnson V,CCD,WGR,1.342,False
4528,DEL CEP,000-BCQ-471,2459466.957478,3.5893,0.0018,False,Johnson V,CCD,WGR,1.343,False
4529,DEL CEP,000-BCQ-471,2459466.957582,3.4634,0.0019,False,Johnson V,CCD,WGR,1.343,False
4530,DEL CEP,000-BCQ-471,2459466.957686,3.5154,0.0018,False,Johnson V,CCD,WGR,1.344,False
4531,DEL CEP,000-BCQ-471,2459466.957791,3.5022,0.0018,False,Johnson V,CCD,WGR,1.344,False
4532,DEL CEP,000-BCQ-471,2459473.59410,3.739,0.011,False,Johnson V,CCD,SAH,,False
4533,DEL CEP,000-BCQ-471,2459473.60171,3.192,0.006,False,Cousins R,CCD,SAH,,False
4534,DEL CEP,000-BCQ-471,2459473.60541,2.964,0.015,False,Cousins I,CCD,SAH,,False
4535,DEL CEP,000-BCQ-471,2459473.61090,4.307,0.015,False,Johnson B,CCD,SAH,,False
4536,DEL CEP,000-BCQ-471,2459502.61676,4.146,0.010,False,Johnson V,CCD,SAH,,False
4537,DEL CEP,000-BCQ-471,2459502.62055,3.570,0.004,False,Cousins R,CCD,SAH,,False
4538,DEL CEP,000-BCQ-471,2459502.62382,3.287,0.008,False,Cousins I,CCD,SAH,,False
4539,DEL CEP,000-BCQ-471,2459502.63042,4.855,0.008,False,Johnson B,CCD,SAH,,False
4540,DEL CEP,000-BCQ-471,2459514.51704,3.999,0.007,False,Johnson V,CCD,SAH,,False
4541,DEL CEP,000-BCQ-471,2459514.52264,3.440,0.010,False,Cousins R,CCD,SAH,,False
4542,DEL CEP,000-BCQ-471,2459514.53023,3.178,0.008,False,Cousins I,CCD,SAH,,False
4543,DEL CEP,000-BCQ-471,2459514.53613,4.549,0.018,False,Johnson B,CCD,SAH,,False
4544,DEL CEP,000-BCQ-471,2459523.52677,4.051,0.009,False,Johnson V,CCD,SAH,,False
4545,DEL CEP,000-BCQ-471,2459523.53082,3.443,0.006,False,Cousins R,CCD,SAH,,False
4546,DEL CEP,000-BCQ-471,2459523.53490,3.176,0.008,False,Cousins I,CCD,SAH,,False
4547,DEL CEP,000-BCQ-471,2459523.54002,4.733,0.008,False,Johnson B,CCD,SAH,,False
4548,DEL CEP,000-BCQ-471,2459546.57716,4.075,0.009,False,Johnson V,CCD,SAH,,False
4549,DEL CEP,000-BCQ-471,2459546.58321,3.520,0.012,False,Cousins R,CCD,SAH,,False
4550,DEL CEP,000-BCQ-471,2459546.58853,3.228,0.012,False,Cousins I,CCD,SAH,,False
4551,DEL CEP,000-BCQ-471,2459546.59339,4.651,0.007,False,Johnson B,CCD,SAH,,False
4552,DEL CEP,000-BCQ-471,2459560.48144,3.984,0.009,False,Johnson V,CCD,SAH,,False
4553,DEL CEP,000-BCQ-471,2459560.48697,3.416,0.006,False,Cousins R,CCD,SAH,,False
4554,DEL CEP,000-BCQ-471,2459560.49078,3.143,0.014,False,Cousins I,CCD,SAH,,False
4555,DEL CEP,000-BCQ-471,2459560.49593,4.644,0.017,False,Johnson B,CCD,SAH,,False
4556,DEL CEP,000-BCQ-471,2459582.49962,4.037,0.007,False,Johnson V,CCD,SAH,,False
4557,DEL CEP,000-BCQ-471,2459582.50407,3.494,0.010,False,Cousins R,CCD,SAH,,False
4558,DEL CEP,000-BCQ-471,2459582.50817,3.209,0.015,False,Cousins I,CCD,SAH,,False
4559,DEL CEP,000-BCQ-471,2459582.51400,4.722,0.014,False,Johnson B,CCD,SAH,,False
4560,DEL CEP,000-BCQ-471,2459620.28534,4.187,0.057,False,Johnson V,CCD,WGEC,1.582,False
4561,DEL CEP,000-BCQ-471,2459665.92588,3.067,0.013,False,Cousins R,CCD,SAH,,False
4562,DEL CEP,000-BCQ-471,2459665.92944,2.856,0.013,False,Cousins I,CCD,SAH,,False
4563,DEL CEP,000-BCQ-471,2459665.93518,4.055,0.018,False,Johnson B,CCD,SAH,,False
4564,DEL CEP,000-BCQ-471,2459665.94068,3.545,0.012,False,Johnson V,CCD,SAH,,False
4565,DEL CEP,000-BCQ-471,2459666.92157,3.266,0.010,False,Cousins R,CCD,SAH,,False
4566,DEL CEP,000-BCQ-471,2459666.92618,2.976,0.014,False,Cousins I,CCD,SAH,,False
4567,DEL CEP,000-BCQ-471,2459666.93100,4.400,0.016,False,Johnson B,CCD,SAH,,False
4568,DEL CEP,000-BCQ-471,2459666.93753,3.781,0.010,False,Johnson V,CCD,SAH,,False
4569,DEL CEP,000-BCQ-471,2459672.89956,3.355,0.011,False,Cousins R,CCD,SAH,,False
4570,DEL CEP,000-BCQ-471,2459672.90348,3.049,0.013,False,Cousins I,CCD,SAH,,False
4571,DEL CEP,000-BCQ-471,2459672.91115,4.527,0.015,False,Johnson B,CCD,SAH,,False
4572,DEL CEP,000-BCQ-471,2459672.91673,3.828,0.019,False,Johnson V,CCD,SAH,,False
4573,DEL CEP,000-BCQ-471,2459681.90720,2.986,0.009,False,Cousins R,CCD,SAH,,False
4574,DEL CEP,000-BCQ-471,2459681.91052,2.770,0.009,False,Cousins I,CCD,SAH,,False
4575,DEL CEP,000-BCQ-471,2459681.91705,3.873,0.012,False,Johnson B,CCD,SAH,,False
4576,DEL CEP,000-BCQ-471,2459681.92275,3.450,0.010,False,Johnson V,CCD,SAH,,False
4577,DEL CEP,000-BCQ-471,2459686.85743,3.003,0.010,False,Cousins R,CCD,SAH,,False
4578,DEL CEP,000-BCQ-471,2459686.86084,2.827,0.012,False,Cousins I,CCD,SAH,,False
4579,DEL CEP,000-BCQ-471,2459686.86919,3.893,0.008,False,Johnson B,CCD,SAH,,False
4580,DEL CEP,000-BCQ-471,2459686.87550,3.417,0.014,False,Johnson V,CCD,SAH,,False
4581,DEL CEP,000-BCQ-471,2459696.81199,3.537,0.011,False,Cousins R,CCD,SAH,,False
4582,DEL CEP,000-BCQ-471,2459696.81530,3.239,0.008,False,Cousins I,CCD,SAH,,False
4583,DEL CEP,000-BCQ-471,2459696.82065,4.724,0.011,False,Johnson B,CCD,SAH,,False
4584,DEL CEP,000-BCQ-471,2459696.82586,4.057,0.011,False,Johnson V,CCD,SAH,,False
4585,DEL CEP,000-BCQ-471,2459703.86157,3.652,0.022,False,Johnson V,CCD,SAH,,False
4586,DEL CEP,000-BCQ-471,2459703.86630,3.099,0.009,False,Cousins R,CCD,SAH,,False
4587,DEL CEP,000-BCQ-471,2459703.87106,2.883,0.015,False,Cousins I,CCD,SAH,,False
4588,DEL CEP,000-BCQ-471,2459703.87671,4.111,0.016,False,Johnson B,CCD,SAH,,False
4589,DEL CEP,000-BCQ-471,2459706.82813,3.564,0.009,False,Cousins R,CCD,SAH,,False
4590,DEL CEP,000-BCQ-471,2459706.83306,3.285,0.011,False,Cousins I,CCD,SAH,,False
4591,DEL CEP,000-BCQ-471,2459706.84043,4.838,0.027,False,Johnson B,CCD,SAH,,False
4592,DEL CEP,000-BCQ-471,2459706.85111,4.164,0.016,False,Johnson V,CCD,SAH,,False
4593,DEL CEP,000-BCQ-471,2459727.73951,4.049,0.008,False,Johnson V,CCD,SAH,,False
4594,DEL CEP,000-BCQ-471,2459727.74514,3.559,0.017,False,Cousins R,CCD,SAH,,False
4595,DEL CEP,000-BCQ-471,2459727.74865,3.201,0.021,False,Cousins I,CCD,SAH,,False
4596,DEL CEP,000-BCQ-471,2459727.75487,4.733,0.018,False,Johnson B,CCD,SAH,,False
4597,DEL CEP,000-BCQ-471,2459733.74533,4.202,0.010,False,Johnson V,CCD,SAH,,False
4598,DEL CEP,000-BCQ-471,2459733.75135,3.592,0.009,False,Cousins R,CCD,SAH,,False
4599,DEL CEP,000-BCQ-471,2459733.75644,3.269,0.010,False,Cousins I,CCD,SAH,,False
4600,DEL CEP,000-BCQ-471,2459733.76130,4.878,0.020,False,Johnson B,CCD,SAH,,False
4601,DEL CEP,000-BCQ-471,2459734.72884,3.836,0.011,False,Johnson V,CCD,SAH,,False
4602,DEL CEP,000-BCQ-471,2459734.73799,3.284,0.009,False,Cousins R,CCD,SAH,,False
4603,DEL CEP,000-BCQ-471,2459734.74177,3.031,0.006,False,Cousins I,CCD,SAH,,False
4604,DEL CEP,000-BCQ-471,2459734.74653,4.320,0.010,False,Johnson B,CCD,SAH,,False
4605,DEL CEP,000-BCQ-471,2459743.71051,3.455,0.009,False,Cousins R,CCD,SAH,,False
4606,DEL CEP,000-BCQ-471,2459743.71591,3.164,0.015,False,Cousins I,CCD,SAH,,False
4607,DEL CEP,000-BCQ-471,2459743.72279,4.702,0.025,False,Johnson B,CCD,SAH,,False
4608,DEL CEP,000-BCQ-471,2459743.72886,4.072,0.016,False,Johnson V,CCD,SAH,,False
4609,DEL CEP,000-BCQ-471,2459745.75324,3.083,0.004,False,Cousins R,CCD,SAH,,False
4610,DEL CEP,000-BCQ-471,2459745.75926,2.896,0.008,False,Cousins I,CCD,SAH,,False
4611,DEL CEP,000-BCQ-471,2459745.76472,4.003,0.010,False,Johnson B,CCD,SAH,,False
4612,DEL CEP,000-BCQ-471,2459745.77066,3.485,0.018,False,Johnson V,CCD,SAH,,False
4613,DEL CEP,000-BCQ-471,2459747.71181,3.328,0.013,False,Cousins R,CCD,SAH,,False
4614,DEL CEP,000-BCQ-471,2459747.71496,2.993,0.017,False,Cousins I,CCD,SAH,,False
4615,DEL CEP,000-BCQ-471,2459747.72146,4.479,0.017,False,Johnson B,CCD,SAH,,False
4616,DEL CEP,000-BCQ-471,2459747.72760,3.824,0.011,False,Johnson V,CCD,SAH,,False
4617,DEL CEP,000-BCQ-471,2459748.69023,3.430,0.012,False,Cousins R,CCD,SAH,,False
4618,DEL CEP,000-BCQ-471,2459748.69723,3.124,0.011,False,Cousins I,CCD,SAH,,False
4619,DEL CEP,000-BCQ-471,2459748.70484,4.677,0.018,False,Johnson B,CCD,SAH,,False
4620,DEL CEP,000-BCQ-471,2459748.71096,3.988,0.013,False,Johnson V,CCD,SAH,,False
4621,DEL CEP,000-BCQ-471,2459751.71846,3.077,0.015,False,Cousins R,CCD,SAH,,False
4622,DEL CEP,000-BCQ-471,2459751.72281,2.825,0.011,False,Cousins I,CCD,SAH,,False
4623,DEL CEP,000-BCQ-471,2459751.72937,3.992,0.006,False,Johnson B,CCD,SAH,,False
4624,DEL CEP,000-BCQ-471,2459751.73533,3.479,0.008,False,Johnson V,CCD,SAH,,False
4625,DEL CEP,000-BCQ-471,2459753.72496,3.424,0.008,False,Cousins R,CCD,SAH,,False
4626,DEL CEP,000-BCQ-471,2459753.72881,3.116,0.009,False,Cousins I,CCD,SAH,,False
4627,DEL CEP,000-BCQ-471,2459753.73412,4.643,0.014,False,Johnson B,CCD,SAH,,False
4628,DEL CEP,000-BCQ-471,2459753.74007,3.956,0.009,False,Johnson V,CCD,SAH,,False
4629,DEL CEP,000-BCQ-471,2459754.69886,3.561,0.005,False,Cousins R,CCD,SAH,,False
4630,DEL CEP,000-BCQ-471,2459754.70760,3.208,0.014,False,Cousins I,CCD,SAH,,False
4631,DEL CEP,000-BCQ-471,2459754.71312,4.812,0.019,False,Johnson B,CCD,SAH,,False
4632,DEL CEP,000-BCQ-471,2459754.71904,4.092,0.015,False,Johnson V,CCD,SAH,,False
4633,DEL CEP,000-BCQ-471,2459757.75773,3.705,0.012,False,Johnson V,CCD,SAH,,False
4634,DEL CEP,000-BCQ-471,2459757.76416,3.171,0.007,False,Cousins R,CCD,SAH,,False
4635,DEL CEP,000-BCQ-471,2459757.76775,2.915,0.010,False,Cousins I,CCD,SAH,,False
4636,DEL CEP,000-BCQ-471,2459757.77251,4.221,0.017,False,Johnson B,CCD,SAH,,False
4637,DEL CEP,000-BCQ-471,2459758.68751,3.889,0.014,False,Johnson V,CCD,SAH,,False
4638,DEL CEP,000-BCQ-471,2459758.69694,3.321,0.012,False,Cousins R,CCD,SAH,,False
4639,DEL CEP,000-BCQ-471,2459758.70008,3.021,0.005,False,Cousins I,CCD,SAH,,False
4640,DEL CEP,000-BCQ-471,2459758.70820,4.500,0.011,False,Johnson B,CCD,SAH,,False
4641,DEL CEP,000-BCQ-471,2459770.69415,3.514,0.017,False,Cousins R,CCD,SAH,,False
4642,DEL CEP,000-BCQ-471,2459770.69762,3.203,0.010,False,Cousins I,CCD,SAH,,False
4643,DEL CEP,000-BCQ-471,2459770.72579,4.810,0.022,False,Johnson B,CCD,SAH,,False
4644,DEL CEP,000-BCQ-471,2459770.74117,4.108,0.009,False,Johnson V,CCD,SAH,,False
4645,DEL CEP,000-BCQ-471,2459788.62435,3.140,0.012,False,Cousins R,CCD,SAH,,False
4646,DEL CEP,000-BCQ-471,2459788.62775,2.916,0.009,False,Cousins I,CCD,SAH,,False
4647,DEL CEP,000-BCQ-471,2459788.63249,4.092,0.018,False,Johnson B,CCD,SAH,,False
4648,DEL CEP,000-BCQ-471,2459788.63965,3.579,0.013,False,Johnson V,CCD,SAH,,False
4649,DEL CEP,000-BCQ-471,2459800.40799,3.616,0.076,False,Johnson V,CCD,WGEC,1.128,False
4650,DEL CEP,000-BCQ-471,2459803.61988,3.614,0.009,False,Cousins R,CCD,SAH,,False
4651,DEL CEP,000-BCQ-471,2459803.62534,3.297,0.008,False,Cousins I,CCD,SAH,,False
4652,DEL CEP,000-BCQ-471,2459803.63137,4.894,0.015,False,Johnson B,CCD,SAH,,False
4653,DEL CEP,000-BCQ-471,2459803.63748,4.190,0.014,False,Johnson V,CCD,SAH,,False
4654,Delta Cep,000-BCQ-471,2459804.43542,4.3,,False,Unfiltered with V Zeropoint,CCD,SAME,,False
4655,DEL CEP,000-BCQ-471,2459804.50480,3.887,0.096,False,Johnson V,CCD,WGEC,1.015,False
4656,DEL CEP,000-BCQ-471,2459805.43997,3.533,0.072,False,Johnson V,CCD,WGEC,1.058,False
4657,DEL CEP,000-BCQ-471,2459808.62154,3.544,0.008,False,Cousins R,CCD,SAH,,False
4658,DEL CEP,000-BCQ-471,2459808.62477,3.232,0.006,False,Cousins I,CCD,SAH,,False
4659,DEL CEP,000-BCQ-471,2459808.63072,4.804,0.016,False,Johnson B,CCD,SAH,,False
4660,DEL CEP,000-BCQ-471,2459808.63819,4.136,0.018,False,Johnson V,CCD,SAH,,False
4661,DEL CEP,000-BCQ-471,2459842.56184,3.439,0.006,False,Johnson V,CCD,SAH,,False
4662,DEL CEP,000-BCQ-471,2459842.56624,2.988,0.009,False,Cousins R,CCD,SAH,,False
4663,DEL CEP,000-BCQ-471,2459842.57059,2.809,0.011,False,Cousins I,CCD,SAH,,False
4664,DEL CEP,000-BCQ-471,2459842.57536,3.856,0.013,False,Johnson B,CCD,SAH,,False
4665,DEL CEP,000-BCQ-471,2459844.49041,4.753,0.017,False,Johnson B,CCD,KPRB,1.215,True
4666,DEL CEP,000-BCQ-471,2459844.49117,4.724,0.016,False,Johnson B,CCD,KPRB,1.213,True
4667,DEL CEP,000-BCQ-471,2459844.49226,4.013,0.015,False,Johnson V,CCD,KPRB,1.211,True
4668,DEL CEP,000-BCQ-471,2459845.48862,4.949,0.001,False,Johnson B,CCD,KPRB,1.212,False
4669,DEL CEP,000-BCQ-471,2459845.48939,4.975,0.001,False,Johnson B,CCD,KPRB,1.210,False
4670,DEL CEP,000-BCQ-471,2459845.55569,4.044,0.012,False,Johnson V,CCD,SAH,,False
4671,DEL CEP,000-BCQ-471,2459845.56026,3.481,0.012,False,Cousins R,CCD,SAH,,False
4672,DEL CEP,000-BCQ-471,2459845.57181,3.155,0.010,False,Cousins I,CCD,SAH,,False
4673,DEL CEP,000-BCQ-471,2459845.57798,4.720,0.009,False,Johnson B,CCD,SAH,,False
4674,DEL CEP,000-BCQ-471,2459847.49553,3.890,0.014,False,Johnson V,CCD,KPRB,1.182,True
4675,DEL CEP,000-BCQ-471,2459851.6587,3.356,0.003,False,Cousins I,CCD,DJX,1.025,True
4676,DEL CEP,000-BCQ-471,2459851.6590,5.165,0.012,False,Johnson B,CCD,DJX,1.025,True
4677,DEL CEP,000-BCQ-471,2459851.6591,4.340,0.016,False,Johnson V,CCD,DJX,1.025,True
4678,DEL CEP,000-BCQ-471,2459852.47987,4.952,0.012,False,Johnson B,CCD,KPRB,1.185,True
4679,DEL CEP,000-BCQ-471,2459852.48066,4.925,0.021,False,Johnson B,CCD,KPRB,1.183,True
4680,DEL CEP,000-BCQ-471,2459852.48200,4.140,0.010,False,Johnson V,CCD,KPRB,1.181,True
4681,DEL CEP,000-BCQ-471,2459852.68238,4.528,0.017,False,Johnson B,CCD,SAH,,False
4682,DEL CEP,000-BCQ-471,2459852.68886,3.904,0.032,False,Johnson V,CCD,SAH,,False
4683,DEL CEP,000-BCQ-471,2459852.69460,3.386,0.020,False,Cousins R,CCD,SAH,,False
4684,DEL CEP,000-BCQ-471,2459852.69813,3.193,0.016,False,Cousins I,CCD,SAH,,False
4685,DEL CEP,000-BCQ-471,2459853.70863,4.009,0.004,False,Johnson B,CCD,KPRB,1.118,True
4686,DEL CEP,000-BCQ-471,2459853.70940,4.025,0.003,False,Johnson B,CCD,KPRB,1.119,False
4687,DEL CEP,000-BCQ-471,2459853.71065,3.434,0.019,False,Johnson V,CCD,KPRB,1.120,True
4688,DEL CEP,000-BCQ-471,2459854.61344,3.870,0.002,False,Johnson V,CCD,KPRB,1.035,True
4689,DEL CEP,000-BCQ-471,2459861.52922,5.016,0.012,False,Johnson B,CCD,KPRB,1.061,True
4690,DEL CEP,000-BCQ-471,2459861.53058,4.141,0.011,False,Johnson V,CCD,KPRB,1.060,True
4691,DEL CEP,000-BCQ-471,2459863.65382,3.729,0.010,False,Johnson V,CCD,KPRB,1.076,True
4692,DEL CEP,000-BCQ-471,2459865.54737,4.549,0.012,False,Johnson B,CCD,KPRB,1.040,True
4693,DEL CEP,000-BCQ-471,2459865.54816,4.557,0.010,False,Johnson B,CCD,KPRB,1.040,True
4694,DEL CEP,000-BCQ-471,2459865.54949,3.837,0.009,False,Johnson V,CCD,KPRB,1.040,True
4695,DEL CEP,000-BCQ-471,2459867.52218,5.140,0.013,False,Johnson B,CCD,KPRB,1.053,True
4696,DEL CEP,000-BCQ-471,2459867.52295,5.153,0.014,False,Johnson B,CCD,KPRB,1.053,True
4697,DEL CEP,000-BCQ-471,2459867.52428,4.242,0.011,False,Johnson V,CCD,KPRB,1.052,True
4698,DEL CEP,000-BCQ-471,2459868.50789,5.015,0.015,False,Johnson B,CCD,KPRB,1.064,True
4699,DEL CEP,000-BCQ-471,2459868.50868,5.024,0.012,False,Johnson B,CCD,KPRB,1.063,True
4700,DEL CEP,000-BCQ-471,2459868.51001,4.200,0.012,False,Johnson V,CCD,KPRB,1.062,True
4701,DEL CEP,000-BCQ-471,2459871.59509,4.830,0.007,False,Johnson B,CCD,KPRB,1.045,True
4702,DEL CEP,000-BCQ-471,2459871.59588,4.798,0.016,False,Johnson B,CCD,KPRB,1.045,True
4703,DEL CEP,000-BCQ-471,2459871.59721,3.986,0.013,False,Johnson V,CCD,KPRB,1.045,True
4704,DEL CEP,000-BCQ-471,2459872.47185,5.093,0.001,False,Johnson B,CCD,KPRB,1.095,False
4705,DEL CEP,000-BCQ-471,2459872.47263,5.091,0.001,False,Johnson B,CCD,KPRB,1.094,False
4706,DEL CEP,000-BCQ-471,2459872.47396,4.186,0.010,False,Johnson V,CCD,KPRB,1.093,True
4707,DEL CEP,000-BCQ-471,2459873.48958,5.229,0.001,False,Johnson B,CCD,KPRB,1.069,False
4708,DEL CEP,000-BCQ-471,2459873.49038,5.242,0.001,False,Johnson B,CCD,KPRB,1.068,False
4709,DEL CEP,000-BCQ-471,2459873.49174,4.335,0.006,False,Johnson V,CCD,KPRB,1.067,True
4710,DEL CEP,000-BCQ-471,2459874.61316,3.516,0.009,False,Johnson V,CCD,SAH,,False
4711,DEL CEP,000-BCQ-471,2459874.61755,3.049,0.003,False,Cousins R,CCD,SAH,,False
4712,DEL CEP,000-BCQ-471,2459874.62134,2.875,0.009,False,Cousins I,CCD,SAH,,False
4713,DEL CEP,000-BCQ-471,2459874.62735,3.922,0.010,False,Johnson B,CCD,SAH,,False
4714,DEL CEP,000-BCQ-471,2459875.48898,3.687,0.014,False,Johnson V,CCD,KPRB,1.064,True
4715,DEL CEP,000-BCQ-471,2459881.49135,3.813,0.009,False,Johnson V,CCD,KPRB,1.048,True
